film_idx,title,year,9_how_realistic_did_you_find_the_dialogue_in_the_movie,1_how_many_protagonists_were_there_a_protagonist_is_the_person_or_enti,3_approximately_how_many_named_side_characters_are_in_this_movie_feel,5_if_you_checked_any_of_the_above_how_relevant_are_these_aspect_s_of_t,8a_how_likable_was_this_protagonist_by_likable_we_mean_easy_to_relate,8b_how_competent_was_this_protagonist_by_competent_we_mean_effective_a,11_how_real_did_this_protagonist_feel_to_you,12_how_emotionally_invested_were_you_in_this_protagonist,13_how_relatable_did_you_find_this_protagonist,5_in_your_opinion_how_would_you_rate_the_quality_of_the_character_writ,3_how_realistic_was_the_world_of_the_movie_by_realistic_we_mean_plausi,5_how_fantastical_was_the_world_of_the_movies_by_fantastical_we_mean_a,6_how_science_fictional_was_the_world_of_the_movie_by_science_fictiona,7_overall_how_relevant_was_world_building_to_the_movie_world_building,8_how_many_major_settings_does_the_movie_contain_here_we_re_asking_you,4_how_immersive_did_you_find_this_setting_by_immersive_we_mean_fully_r,5_in_your_opinion_how_would_you_rate_the_quality_of_the_setting_and_wo,7_on_the_whole_how_would_you_describe_the_pace_of_the_movie_pace_is_th,12a_on_a_scale_of_1_entirely_unresolved_to_7_entirely_resolved,12b_on_a_scale_of_1_very_unsurprising_predictable_to_7_very_surprising,12c_on_a_scale_of_1_very_confusing_to_7_very_easy_to_understand,19_how_convincing_did_you_find_the_plot_by_convincing_we_mean_believab,3_how_evocative_did_you_find_the_visual_style_by_evocative_we_mean_aff,4_how_interesting_did_you_find_the_visual_style_by_interesting_we_mean,7_now_let_s_talk_pun_intended_about_dialogue_in_your_opinion_how_was_t,8_how_engaging_did_you_find_the_dialogue_in_the_movie,5_to_what_extent_did_you_feel_moved_by_this_movie_on_an_emotional_basi,13_how_much_did_you_like_the_score,8c_how_proactive_was_this_protagonist_by_proactive_we_mean_motivated_a,plot_driven,character_driven,character_development,opening_hook,time_linearity,plot_linearity,ending_reversal
18419,Payback (1995 film),1995.0,5.0,2.0,10.0,3.0,3.0,3.0,5.0,5.0,5.0,4.0,3.0,1.0,1.0,1.0,3.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,3.0,5.0,3.0,3,4,4.0,4,1,1.5,2
18420,Hindustan Ki Kasam (1973 film),1973.0,5.0,2.0,10.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,1.0,1.0,2.0,3.0,5.0,5.0,3.0,7.0,3.0,5.0,4.0,5.0,5.0,3.0,5.0,3.0,5.0,5.0,5,2,3.0,5,1,1.5,2
18421,City of Joy (1992 film),1992.0,5.0,2.0,10.0,5.0,5.0,3.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,3.0,3.0,5.0,6.0,3.0,5.0,3.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,5.0,4.0,4,5,6.0,4,1,1.5,2
18422,Qeysar (film),1969.0,5.0,2.0,10.0,5.0,4.0,4.0,6.0,6.0,5.0,5.0,3.0,1.0,1.0,2.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,5.0,6.0,5.0,3.0,5.0,4.0,5.0,5.0,5,5,5.0,5,1,3.0,3
18423,Ela Cheppanu,2003.0,5.0,2.0,10.0,5.0,4.0,4.0,5.0,6.0,5.0,4.0,4.0,1.0,1.0,1.0,3.0,4.0,4.0,3.0,6.0,2.0,4.0,4.0,5.0,4.0,3.0,4.0,3.0,5.0,4.0,5,5,6.0,4,2,2.0,3
18424,Neeku Nenu Naaku Nuvvu,2003.0,4.0,3.0,5.0,3.0,3.0,3.0,5.0,5.0,5.0,4.0,4.0,1.0,1.0,1.0,3.0,4.0,4.0,3.0,4.0,3.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,5.0,3.0,4,4,5.0,2,1,1.5,2
18425,Tujhe Meri Kasam,2003.0,5.0,2.0,5.0,5.0,5.0,3.0,6.0,7.0,5.0,5.0,5.0,1.0,1.0,1.0,3.0,4.0,5.0,3.0,7.0,3.0,6.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,3.0,5,5,6.0,3,1,1.5,3
18426,Il Marchese del Grillo,1981.0,5.0,2.0,10.0,5.0,1.0,2.0,5.0,3.0,2.0,6.0,5.0,1.0,1.0,3.0,3.0,6.0,6.0,3.0,7.0,5.0,5.0,5.0,6.0,5.0,4.0,5.0,3.0,5.0,2.0,5,4,3.0,3,1,1.5,3
18427,Sada Mee Sevalo,2005.0,5.0,2.0,10.0,3.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,1.0,1.0,2.0,3.0,4.0,4.0,3.0,6.0,3.0,6.0,4.0,4.0,4.0,3.0,5.0,3.0,5.0,4.0,4,3,4.0,3,1,1.5,2
18428,The Cavern (2005 film),2005.0,2.0,2.0,8.0,5.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,4.0,3.0,2.0,1.0,5.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,5,2,1.0,4,4,3.5,3
18429,Desert Saints,2002.0,4.0,3.0,5.0,3.0,1.0,3.0,5.0,3.0,1.0,5.0,3.0,1.0,1.0,2.0,3.0,5.0,5.0,3.0,2.0,6.0,3.0,3.0,5.0,5.0,3.0,5.0,3.0,5.0,3.0,5,4,3.0,5,1,2.0,3
18430,Crimes of Passion (1984 film),1984.0,3.0,3.0,10.0,5.0,3.0,2.0,5.0,4.0,5.0,4.0,3.0,1.0,1.0,2.0,3.0,4.0,4.0,2.0,5.0,5.0,3.0,3.0,5.0,5.0,3.0,3.0,2.0,5.0,3.0,4,5,5.0,4,1,2.0,3
18431,In Bruges,2008.0,6.0,2.0,10.0,1.0,4.0,3.0,6.0,6.0,5.0,6.0,4.0,1.0,1.0,2.0,3.0,6.0,6.0,3.0,5.0,6.0,4.0,5.0,6.0,6.0,5.0,7.0,4.0,5.0,3.0,5,5,6.0,5,1,1.5,3
18432,Kyaa Kool Hain Hum,2005.0,3.0,2.0,10.0,1.0,3.0,2.0,4.0,4.0,4.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,7.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0,2.0,5.0,2.0,4,2,3.0,3,1,2.0,3
18433,First Snow (2006 film),2006.0,5.0,1.0,3.0,3.0,2.0,2.0,5.0,4.0,5.0,4.0,4.0,2.0,1.0,2.0,2.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,5.0,5.0,3.0,4.0,3.0,5.0,2.0,4,4,5.0,4,1,1.5,2
18434,Evening (film),2007.0,2.0,2.0,10.0,3.0,3.0,2.0,5.0,3.0,5.0,4.0,4.0,1.0,1.0,1.0,3.0,4.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,4,5,4.0,3,4,3.5,2
18435,Night Nurse (1931 film),1931.0,3.0,1.0,10.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,1.0,1.0,1.0,3.0,4.0,5.0,3.0,5.0,4.0,5.0,3.0,5.0,5.0,3.0,5.0,3.0,5.0,4.0,5,4,5.0,4,1,1.0,3
18436,Just Married (2007 film),2007.0,5.0,2.0,8.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,2.0,5.0,5.0,3.0,6.0,2.0,6.0,5.0,5.0,4.0,3.0,5.0,3.0,5.0,4.0,4,5,5.0,3,1,1.5,3
18437,Mouse Cleaning,1948.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,3.0,5.0,1.0,1.0,1.0,1.0,2.0,4.0,5.0,4.0,1.0,2.0,6.0,3.0,5.0,5.0,3.0,5.0,2.0,5.0,3.0,5,1,1.0,2,1,1.0,2
18438,Ishtam (2001 Telugu film),2001.0,4.0,2.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,4.0,4.0,1.0,1.0,1.0,3.0,3.0,4.0,3.0,4.0,3.0,5.0,4.0,5.0,5.0,3.0,3.0,2.0,6.0,2.0,3,4,3.0,3,1,1.5,2
18439,Chennakesava Reddy,2002.0,3.0,2.0,10.0,5.0,3.0,4.0,5.0,5.0,5.0,4.0,2.0,1.0,1.0,3.0,3.0,5.0,4.0,3.0,7.0,2.0,3.0,3.0,5.0,5.0,3.0,4.0,3.0,5.0,5.0,5,3,5.0,4,2,2.0,3
18440,Toby Tyler or 10 Weeks with a Circus,1960.0,5.0,2.0,5.0,5.0,5.0,3.0,5.0,6.0,6.0,5.0,3.0,2.0,1.0,2.0,3.0,4.0,5.0,3.0,7.0,2.0,6.0,4.0,5.0,5.0,4.0,6.0,4.0,5.0,4.0,5,4,5.0,2,1,1.5,3
18441,Laughter and Grief by the White Sea,1987.0,5.0,1.0,5.0,1.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,2.0,1.0,5.0,5.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,5.0,2.0,2,3,3.0,2,1,1.0,1
18442,The Book of Revelation (film),2006.0,3.0,1.0,5.0,5.0,2.0,1.0,3.0,3.0,2.0,4.0,3.0,1.0,1.0,1.0,2.0,4.0,4.0,2.0,3.0,5.0,3.0,3.0,5.0,5.0,2.0,3.0,2.0,6.0,2.0,4,5,5.0,5,1,2.0,1
18443,Believe (2007 film),2007.0,5.0,1.0,8.0,3.0,4.0,4.0,5.0,5.0,6.0,4.0,4.0,1.0,1.0,1.0,3.0,4.0,4.0,3.0,5.0,3.0,5.0,5.0,4.0,3.0,3.0,4.0,3.0,5.0,4.0,4,4,5.0,2,1,1.0,2
18444,Soldier Boyz,1995.0,2.0,6.0,8.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,5.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,4.0,5,2,2.0,5,1,1.5,2
18445,Black Sunday (1977 film),1977.0,4.0,3.0,10.0,5.0,1.0,2.0,3.0,3.0,2.0,5.0,4.0,1.0,1.0,2.0,3.0,5.0,5.0,3.0,6.0,5.0,4.0,4.0,6.0,6.0,3.0,4.0,3.0,5.0,2.0,5,2,2.0,5,1,2.0,3
18446,Hans Christian Andersen's The Little Mermaid (1975 film),1975.0,5.0,1.0,10.0,5.0,5.0,3.0,6.0,6.0,6.0,6.0,2.0,6.0,1.0,4.0,3.0,5.0,6.0,3.0,5.0,3.0,5.0,4.0,6.0,6.0,3.0,5.0,5.0,5.0,4.0,5,5,6.0,4,1,2.0,3
18447,The Railway Children (1970 film),1970.0,6.0,3.0,10.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,2.0,3.0,5.0,6.0,3.0,7.0,2.0,6.0,6.0,6.0,5.0,4.0,5.0,5.0,6.0,4.0,5,5,5.0,4,1,1.5,3
18448,Blue Sunshine (film),1977.0,3.0,3.0,10.0,1.0,4.0,4.0,5.0,4.0,2.0,5.0,2.0,1.0,2.0,3.0,3.0,4.0,5.0,3.0,5.0,5.0,4.0,3.0,6.0,6.0,3.0,4.0,3.0,5.0,4.0,5,4,3.0,5,2,2.0,3
18449,Press Start,2007.0,3.0,3.0,10.0,1.0,3.0,2.0,3.0,3.0,4.0,5.0,2.0,5.0,3.0,4.0,3.0,4.0,5.0,4.0,5.0,3.0,5.0,3.0,5.0,5.0,4.0,6.0,2.0,5.0,3.0,4,2,2.0,2,1,1.0,1
18450,Dark Matter (film),2007.0,3.0,2.0,5.0,5.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,1.0,1.0,2.0,3.0,3.0,4.0,3.0,1.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,5.0,4.0,5,4,2.0,5,1,1.5,3
18451,Trouble in Store,1953.0,5.0,2.0,5.0,2.0,4.0,3.0,5.0,5.0,6.0,5.0,4.0,1.0,1.0,1.0,2.0,4.0,5.0,3.0,5.0,2.0,6.0,4.0,5.0,5.0,4.0,5.0,3.0,5.0,3.0,4,4,4.0,3,1,1.5,3
18452,Danton (1983 film),1983.0,6.0,2.0,10.0,5.0,4.0,2.0,6.0,6.0,5.0,6.0,6.0,1.0,1.0,2.0,3.0,6.0,6.0,3.0,5.0,3.0,5.0,6.0,6.0,6.0,4.0,6.0,5.0,6.0,2.0,5,5,5.0,4,1,1.5,3
18453,Valley of the Kings (film),1954.0,4.0,3.0,5.0,1.0,3.0,3.0,5.0,4.0,5.0,5.0,3.0,2.0,1.0,3.0,3.0,5.0,5.0,3.0,3.0,3.0,4.0,4.0,5.0,4.0,3.0,4.0,2.0,5.0,4.0,5,3,4.0,4,1,1.5,3
18455,The Taming of the Shrew (1908 film),1908.0,3.0,2.0,5.0,5.0,1.0,1.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,6.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,1.0,5,3,5.0,4,1,1.0,3
18456,Henry VIII and His Six Wives,1972.0,5.0,2.0,20.0,5.0,2.0,3.0,5.0,4.0,3.0,6.0,6.0,1.0,1.0,2.0,5.0,5.0,6.0,3.0,7.0,2.0,5.0,5.0,6.0,5.0,4.0,5.0,4.0,5.0,5.0,5,5,4.0,4,4,3.5,1
18457,Open Water 2: Adrift,2006.0,4.0,3.0,6.0,5.0,3.0,2.0,5.0,5.0,5.0,3.0,3.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,2.0,5,4,5.0,4,1,2.0,3
18458,Moscow Strikes Back,1942.0,5.0,1.0,10.0,5.0,3.0,5.0,5.0,5.0,5.0,6.0,5.0,1.0,1.0,2.0,1.0,6.0,6.0,5.0,7.0,2.0,5.0,5.0,7.0,7.0,3.0,3.0,5.0,6.0,5.0,5,1,1.0,5,1,1.0,3
18459,The Man in the Iron Mask (1939 film),1939.0,4.0,3.0,10.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,1.0,1.0,3.0,3.0,5.0,5.0,3.0,6.0,3.0,5.0,4.0,5.0,5.0,3.0,4.0,3.0,5.0,4.0,5,4,5.0,4,2,1.5,3
18460,The Fifth Musketeer,1979.0,2.0,2.0,15.0,5.0,3.0,2.0,3.0,2.0,3.0,4.0,3.0,1.0,1.0,2.0,3.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,4,2,1.0,2,1,1.5,2
18461,Jai Santoshi Maa,1975.0,3.0,2.0,20.0,5.0,4.0,5.0,5.0,5.0,5.0,6.0,1.0,7.0,1.0,5.0,3.0,5.0,6.0,3.0,7.0,2.0,5.0,2.0,6.0,6.0,3.0,5.0,4.0,5.0,5.0,5,5,6.0,3,4,2.0,3
18462,The Scoundrel (1935 film),1935.0,5.0,1.0,5.0,1.0,1.0,2.0,5.0,2.0,1.0,5.0,3.0,3.0,1.0,1.0,3.0,3.0,5.0,3.0,5.0,5.0,5.0,3.0,5.0,5.0,4.0,5.0,3.0,5.0,1.0,4,4,5.0,3,1,2.0,3
18463,We've Never Been Licked,1943.0,3.0,1.0,10.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,2.0,1.0,1.0,2.0,3.0,4.0,5.0,3.0,5.0,3.0,5.0,2.0,4.0,3.0,3.0,4.0,2.0,5.0,5.0,4,4,6.0,3,1,2.0,3
18464,The Infernal Cauldron,1903.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,6.0,1.0,7.0,1.0,4.0,1.0,6.0,6.0,4.0,5.0,5.0,3.0,2.0,7.0,6.0,2.0,3.0,3.0,5.0,2.0,5,1,1.0,5,1,1.0,3
18465,The Omega Code,1999.0,2.0,4.0,10.0,5.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,5.0,3.0,3.0,3.0,4.0,3.0,2.0,5.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,3.0,3.0,5,2,4.0,5,4,3.5,3
18466,Die Scheinheiligen,2001.0,5.0,3.0,10.0,3.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,1.0,1.0,1.0,3.0,4.0,5.0,3.0,7.0,3.0,6.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,4.0,5,4,5.0,2,1,1.5,3
18467,Machakaaran,2007.0,3.0,2.0,10.0,1.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,4,3,2.0,1,1,1.0,3
18468,Lee (2007 film),2007.0,4.0,2.0,5.0,3.0,3.0,2.0,5.0,5.0,5.0,5.0,3.0,2.0,1.0,2.0,3.0,4.0,5.0,4.0,5.0,5.0,4.0,3.0,6.0,6.0,3.0,5.0,4.0,6.0,3.0,4,4,5.0,5,4,3.5,3
18469,Chennai 600028,2007.0,5.0,3.0,10.0,3.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,2.0,3.0,5.0,5.0,4.0,4.0,3.0,6.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,4.0,5,4,5.0,3,1,1.5,2
18470,Triumph of the Spirit,1989.0,4.0,1.0,10.0,5.0,4.0,5.0,6.0,6.0,7.0,5.0,5.0,1.0,1.0,1.0,2.0,4.0,5.0,2.0,3.0,2.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,2.0,5.0,5,5,6.0,5,1,1.5,3
18471,One Day in the Life of Ivan Denisovich (film),1970.0,6.0,1.0,10.0,5.0,5.0,4.0,6.0,6.0,5.0,6.0,6.0,1.0,1.0,2.0,1.0,5.0,6.0,2.0,3.0,2.0,6.0,6.0,5.0,5.0,3.0,4.0,3.0,5.0,2.0,2,4,3.0,2,1,1.0,1
18472,Conrack,1974.0,5.0,1.0,10.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,1.0,1.0,2.0,2.0,5.0,5.0,3.0,5.0,3.0,5.0,4.0,6.0,5.0,3.0,5.0,4.0,5.0,5.0,4,4,5.0,2,1,1.0,2
18473,Sidekick (film),2005.0,4.0,2.0,10.0,3.0,3.0,3.0,5.0,5.0,5.0,4.0,3.0,5.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,5.0,5.0,3.0,5.0,3.0,5.0,4.0,5,4,5.0,3,1,1.5,3
18474,Nanami: The Inferno of First Love,1968.0,5.0,2.0,5.0,5.0,3.0,2.0,6.0,6.0,5.0,5.0,3.0,1.0,1.0,1.0,3.0,5.0,5.0,3.0,2.0,5.0,3.0,3.0,6.0,6.0,3.0,5.0,4.0,5.0,2.0,4,5,5.0,4,4,3.5,3
18475,Khamosh,1986.0,5.0,3.0,7.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,1.0,1.0,2.0,3.0,5.0,5.0,3.0,7.0,6.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5,4,5.0,5,4,3.5,3
18476,Sakkarakatti,2008.0,4.0,2.0,5.0,1.0,3.0,3.0,4.0,3.0,5.0,3.0,4.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,7.0,2.0,5.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,4,4,3.0,1,1,1.5,2
18477,Games of Love and Chance,2003.0,5.0,2.0,10.0,3.0,4.0,2.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,2.0,4.0,5.0,3.0,4.0,3.0,6.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,3.0,3,4,5.0,2,1,1.0,2
18478,The Hawaiians (film),1970.0,4.0,3.0,20.0,5.0,3.0,3.0,5.0,3.0,4.0,5.0,3.0,1.0,1.0,3.0,5.0,5.0,5.0,2.0,5.0,3.0,3.0,3.0,5.0,5.0,3.0,4.0,3.0,5.0,4.0,5,4,5.0,2,4,2.0,3
18479,Broadway Rhythm,1944.0,5.0,3.0,5.0,2.0,3.0,3.0,5.0,4.0,5.0,5.0,5.0,1.0,1.0,2.0,3.0,5.0,5.0,3.0,5.0,3.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,5.0,3.0,4,4,3.0,2,1,1.5,2
18480,The Man Who Haunted Himself,1970.0,5.0,1.0,10.0,5.0,3.0,2.0,5.0,5.0,5.0,5.0,3.0,2.0,2.0,2.0,4.0,4.0,5.0,3.0,7.0,5.0,3.0,3.0,5.0,3.0,3.0,4.0,3.0,5.0,3.0,4,5,6.0,5,1,2.0,3
18481,Nagin (1976 film),1976.0,3.0,1.0,8.0,1.0,3.0,2.0,3.0,3.0,4.0,5.0,2.0,6.0,1.0,3.0,2.0,5.0,5.0,3.0,3.0,5.0,3.0,3.0,6.0,5.0,3.0,4.0,3.0,5.0,3.0,5,4,3.0,5,1,2.0,3
18482,Appointment with Venus (film),1951.0,5.0,4.0,5.0,1.0,4.0,4.0,5.0,4.0,5.0,5.0,3.0,1.0,1.0,2.0,3.0,5.0,5.0,3.0,7.0,3.0,6.0,3.0,5.0,5.0,3.0,5.0,2.0,5.0,4.0,5,3,3.0,3,1,1.0,3
18483,Viva Maria!,1965.0,4.0,2.0,10.0,5.0,5.0,4.0,6.0,6.0,6.0,6.0,3.0,1.0,1.0,4.0,4.0,6.0,6.0,3.0,7.0,5.0,4.0,3.0,6.0,6.0,3.0,5.0,3.0,5.0,5.0,5,4,6.0,4,1,2.0,3
18484,The Sealed Room (1909 film),1909.0,3.0,3.0,2.0,3.0,2.0,2.0,4.0,5.0,2.0,5.0,3.0,1.0,1.0,2.0,2.0,4.0,5.0,2.0,7.0,5.0,5.0,5.0,6.0,5.0,2.0,3.0,4.0,5.0,1.0,5,3,1.0,5,1,1.0,3
18485,H-8 (film),1958.0,5.0,6.0,20.0,1.0,3.0,3.0,5.0,5.0,4.0,5.0,5.0,1.0,1.0,1.0,2.0,4.0,5.0,3.0,5.0,3.0,6.0,5.0,6.0,5.0,3.0,5.0,4.0,5.0,1.0,5,4,3.0,5,1,1.5,1
18486,While She Was Out,2008.0,2.0,1.0,5.0,5.0,4.0,5.0,5.0,6.0,5.0,4.0,3.0,1.0,1.0,2.0,3.0,3.0,4.0,3.0,7.0,5.0,3.0,3.0,5.0,4.0,2.0,2.0,3.0,4.0,5.0,5,4,6.0,5,1,1.0,3
18487,Dead &amp; Buried,1981.0,3.0,2.0,10.0,1.0,3.0,2.0,5.0,3.0,2.0,6.0,2.0,5.0,3.0,4.0,3.0,5.0,6.0,3.0,3.0,6.0,3.0,3.0,6.0,6.0,3.0,5.0,3.0,5.0,3.0,5,4,2.0,5,4,3.5,3
18488,"Eversmile, New Jersey",1989.0,5.0,1.0,5.0,2.0,3.0,4.0,5.0,5.0,5.0,5.0,4.0,1.0,1.0,2.0,3.0,5.0,5.0,3.0,6.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0,4,5,5.0,2,1,1.5,2
18489,Rabid Grannies,1988.0,2.0,2.0,5.0,1.0,2.0,1.0,2.0,2.0,1.0,5.0,1.0,3.0,1.0,2.0,2.0,4.0,4.0,3.0,2.0,5.0,3.0,2.0,5.0,6.0,3.0,3.0,1.0,2.0,1.0,5,1,1.0,5,1,1.0,3
18490,A Killing Affair (1986 film),1988.0,5.0,3.0,5.0,3.0,3.0,2.0,5.0,5.0,4.0,5.0,4.0,1.0,1.0,2.0,3.0,5.0,5.0,3.0,3.0,5.0,3.0,4.0,5.0,5.0,3.0,5.0,3.0,5.0,2.0,5,3,3.0,4,1,1.5,2
18491,The Cat's-Paw,1934.0,5.0,1.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,2.0,1.0,2.0,3.0,5.0,5.0,3.0,6.0,5.0,5.0,4.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0,5,4,6.0,4,1,1.5,2
18492,Career (1959 film),1959.0,5.0,1.0,10.0,5.0,4.0,3.0,6.0,6.0,6.0,5.0,6.0,1.0,1.0,2.0,3.0,5.0,5.0,3.0,7.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5,5,6.0,2,1,1.5,3
18493,The Ace of Scotland Yard,1929.0,5.0,2.0,10.0,1.0,4.0,4.0,5.0,5.0,4.0,5.0,3.0,2.0,1.0,1.0,2.0,4.0,5.0,4.0,5.0,3.0,6.0,4.0,6.0,6.0,3.0,5.0,3.0,5.0,4.0,5,2,2.0,4,1,1.0,1
18494,Jungle Menace,1937.0,3.0,2.0,10.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,1.0,1.0,2.0,3.0,5.0,5.0,3.0,5.0,3.0,5.0,3.0,5.0,5.0,3.0,4.0,2.0,5.0,5.0,5,2,3.0,5,1,1.5,3
18495,The Monster That Challenged the World,1957.0,4.0,3.0,10.0,1.0,4.0,4.0,5.0,3.0,5.0,5.0,2.0,3.0,3.0,3.0,3.0,4.0,5.0,3.0,7.0,2.0,5.0,3.0,5.0,5.0,3.0,5.0,2.0,5.0,4.0,5,4,2.0,5,1,1.0,3
18496,Coolie No. 1 (1991 film),1991.0,3.0,2.0,10.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,1.0,1.0,2.0,4.0,3.0,4.0,3.0,7.0,3.0,3.0,2.0,5.0,4.0,3.0,4.0,2.0,5.0,3.0,5,4,5.0,4,1,2.0,3
18497,Auntie Mame (film),1958.0,5.0,1.0,20.0,5.0,5.0,3.0,6.0,6.0,5.0,6.0,4.0,1.0,1.0,2.0,3.0,5.0,6.0,4.0,7.0,3.0,6.0,4.0,6.0,6.0,4.0,6.0,4.0,5.0,5.0,4,4,5.0,2,1,1.5,2
18498,Mafioso (film),1962.0,5.0,2.0,10.0,5.0,2.0,4.0,6.0,5.0,5.0,6.0,4.0,1.0,1.0,2.0,3.0,5.0,6.0,3.0,5.0,4.0,5.0,5.0,6.0,5.0,4.0,5.0,4.0,5.0,3.0,5,4,5.0,4,1,1.5,2
18500,Doraemon: Nobita's Great Adventure into the Underworld,1984.0,5.0,5.0,10.0,3.0,4.0,3.0,5.0,6.0,5.0,6.0,2.0,6.0,5.0,4.0,4.0,6.0,6.0,4.0,7.0,5.0,5.0,4.0,6.0,7.0,3.0,5.0,4.0,5.0,4.0,5,4,5.0,4,1,2.0,3
18501,The Black Room (1935 film),1935.0,5.0,2.0,10.0,4.0,5.0,2.0,5.0,5.0,3.0,6.0,3.0,2.0,1.0,3.0,3.0,5.0,6.0,3.0,7.0,5.0,5.0,4.0,6.0,5.0,3.0,5.0,3.0,5.0,2.0,5,5,5.0,4,1,1.5,3
18502,El hombre y el monstruo,1958.0,4.0,1.0,5.0,1.0,3.0,2.0,5.0,5.0,4.0,5.0,2.0,5.0,1.0,2.0,2.0,5.0,5.0,3.0,3.0,4.0,5.0,3.0,5.0,6.0,4.0,5.0,4.0,6.0,4.0,4,4,5.0,4,1,1.5,3
18503,Love That Boy,2003.0,4.0,2.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,4.0,3.0,1.0,1.0,1.0,3.0,4.0,4.0,3.0,5.0,3.0,5.0,4.0,5.0,5.0,3.0,4.0,3.0,5.0,3.0,3,4,5.0,2,1,1.5,1
18504,On purge bébé,1931.0,5.0,2.0,5.0,1.0,3.0,2.0,5.0,3.0,5.0,4.0,3.0,1.0,1.0,1.0,2.0,3.0,4.0,3.0,5.0,3.0,5.0,4.0,5.0,5.0,3.0,5.0,3.0,5.0,2.0,3,2,2.0,2,1,1.0,2
