tv_idx,title,year,9_how_realistic_did_you_find_the_dialogue_in_the_movie,1_how_many_protagonists_were_there_a_protagonist_is_the_person_or_enti,3_approximately_how_many_named_side_characters_are_in_this_movie_feel,5_if_you_checked_any_of_the_above_how_relevant_are_these_aspect_s_of_t,8a_how_likable_was_this_protagonist_by_likable_we_mean_easy_to_relate,8b_how_competent_was_this_protagonist_by_competent_we_mean_effective_a,11_how_real_did_this_protagonist_feel_to_you,12_how_emotionally_invested_were_you_in_this_protagonist,13_how_relatable_did_you_find_this_protagonist,5_in_your_opinion_how_would_you_rate_the_quality_of_the_character_writ,3_how_realistic_was_the_world_of_the_movie_by_realistic_we_mean_plausi,5_how_fantastical_was_the_world_of_the_movies_by_fantastical_we_mean_a,6_how_science_fictional_was_the_world_of_the_movie_by_science_fictiona,7_overall_how_relevant_was_world_building_to_the_movie_world_building,8_how_many_major_settings_does_the_movie_contain_here_we_re_asking_you,4_how_immersive_did_you_find_this_setting_by_immersive_we_mean_fully_r,5_in_your_opinion_how_would_you_rate_the_quality_of_the_setting_and_wo,7_on_the_whole_how_would_you_describe_the_pace_of_the_movie_pace_is_th,12a_on_a_scale_of_1_entirely_unresolved_to_7_entirely_resolved,12b_on_a_scale_of_1_very_unsurprising_predictable_to_7_very_surprising,12c_on_a_scale_of_1_very_confusing_to_7_very_easy_to_understand,19_how_convincing_did_you_find_the_plot_by_convincing_we_mean_believab,3_how_evocative_did_you_find_the_visual_style_by_evocative_we_mean_aff,4_how_interesting_did_you_find_the_visual_style_by_interesting_we_mean,7_now_let_s_talk_pun_intended_about_dialogue_in_your_opinion_how_was_t,8_how_engaging_did_you_find_the_dialogue_in_the_movie,5_to_what_extent_did_you_feel_moved_by_this_movie_on_an_emotional_basi,13_how_much_did_you_like_the_score,8c_how_proactive_was_this_protagonist_by_proactive_we_mean_motivated_a,plot_driven,character_driven,character_development,opening_hook,time_linearity,plot_linearity,ending_reversal
1670,Dog City,1993.0,5,2,25,1,4,3,5,5,5,5,2,5,1,5,2,6.0,6,3,5,3,5,5,5,6,4,5,2,5,3,4,5,3,2,1,2.0,1
1671,Carlton Your Doorman,1980.0,5,1,10,2,4,2,5,4,5,5,5,1,1,2,1,4.0,4,3,3,3,6,4,4,4,3,5,2,5,4,2,4,3,1,1,1.0,1
1672,Phua Chu Kang Pte Ltd,1997.0,6,1,10,5,4,2,5,5,5,5,5,1,1,3,2,5.0,5,3,5,2,6,4,5,5,4,5,2,5,3,2,2,2,1,1,1.0,1
1673,Veronica's Closet,2025.0,5,1,10,3,3,3,5,5,5,5,4,1,1,2,3,4.0,3,3,5,3,5,4,4,4,3,5,2,5,3,3,4,5,2,1,1.5,2
1674,Back to the Future (TV series),1991.0,5,4,20,1,4,4,5,5,4,5,2,6,6,5,4,6.0,6,3,5,3,5,3,5,5,3,5,2,5,4,5,3,2,2,4,1.0,1
1675,Cobra Kai,2023.0,6,3,30,3,4,4,6,6,6,6,5,2,1,5,4,6.0,6,4,5,5,6,6,6,5,4,6,4,6,4,4,5,6,4,1,1.5,2
1676,The Body (Buffy the Vampire Slayer),2025.0,6,3,10,5,5,3,6,7,6,7,5,1,1,3,5,5.0,6,4,5,6,5,6,7,6,4,6,5,7,4,5,5,7,5,4,3.5,3
1677,Frank Herbert's Children of Dune,2003.0,5,3,25,5,2,4,6,6,3,5,3,6,6,5,4,6.0,7,3,5,5,3,5,6,6,4,6,4,5,3,5,4,6,5,1,2.0,3
1678,Touché Turtle and Dum Dum,2025.0,3,2,10,1,3,3,3,3,3,4,2,5,2,3,4,4.0,4,3,3,2,6,2,5,5,3,5,1,5,4,5,1,1,1,4,2.5,1
1679,Normal (2003 film),2003.0,6,1,6,5,5,3,6,6,6,6,6,1,1,4,4,5.0,5,3,7,5,5,5,6,5,4,5,4,5,4,4,5,6,5,1,1.5,2
1680,Superior Defender Gundam Force,2008.0,4,3,20,1,4,3,4,5,4,4,2,6,6,5,4,5.0,6,3,6,3,5,3,5,5,3,5,2,5,4,5,2,3,4,1,1.0,3
1681,Herman's Head,1991.0,5,1,20,3,4,3,5,5,5,5,4,2,2,3,2,4.0,5,3,5,4,6,4,5,5,4,5,3,5,3,2,4,4,1,1,1.0,1
1682,Fimbles,2002.0,2,3,10,1,3,3,1,1,1,4,1,6,2,5,1,5.0,5,2,5,1,5,2,5,5,3,3,1,5,1,2,1,1,1,1,1.0,1
1683,Beti (TV series),2024.0,5,1,7,5,5,3,6,6,6,5,5,1,1,4,3,5.0,5,3,3,5,5,5,6,5,3,6,4,5,4,4,5,6,5,1,1.5,3
1684,Carol for Another Christmas,1964.0,5,1,10,5,3,3,5,5,5,6,5,3,2,5,5,5.0,6,3,7,5,5,5,6,6,4,6,4,5,4,5,5,7,4,4,3.5,3
1685,Teenage Mutant Ninja Turtles (1987 TV series),2025.0,3,4,30,1,5,4,3,5,4,5,1,6,6,5,3,5.0,5,4,5,2,6,3,5,5,3,5,2,5,4,5,2,2,3,1,1.0,1
1686,Marimar (Mexican TV series),1994.0,4,1,30,5,4,4,6,7,6,5,3,1,1,5,5,6.0,5,4,7,3,3,3,6,5,4,5,4,5,5,5,5,6,5,1,2.5,3
1687,Scream of the Wolf,2025.0,5,3,10,1,3,4,5,5,5,5,3,5,3,5,4,5.0,5,3,7,5,3,4,6,5,4,6,4,5,5,5,5,5,5,1,1.5,3
1688,The Adventures of Gulliver,2022.0,5,2,5,2,4,4,5,5,5,5,2,5,5,4,2,5.0,5,3,4,3,6,3,5,5,4,5,3,5,4,5,2,3,4,1,1.5,2
1689,The New Scooby-Doo Movies,2025.0,5,1,30,1,3,3,3,1,3,4,3,3,1,4,4,5.0,5,3,5,3,5,3,5,5,3,4,1,5,1,1,1,1,1,1,1.0,1
1693,That's My Mama,1974.0,5,1,8,4,4,3,5,5,5,5,5,1,1,3,2,5.0,5,3,5,2,6,5,4,4,3,5,2,5,2,2,4,2,1,1,1.0,1
1694,Perfect Strangers (TV series),1986.0,5,2,20,5,4,3,5,5,5,6,4,1,1,3,3,4.0,5,3,7,3,6,4,5,4,4,6,2,5,4,2,4,4,1,1,1.0,1
1695,Defenders of the Earth,1986.0,3,3,5,2,3,4,3,5,4,5,2,6,5,4,3,5.0,5,3,5,3,5,4,5,5,3,5,2,5,4,4,2,2,4,1,1.5,1
1696,Zoey 101,2005.0,5,1,30,3,4,4,5,5,5,5,5,2,1,2,2,5.0,5,3,5,3,6,5,5,4,3,5,3,5,4,2,4,4,2,1,1.0,1
1698,Double Happiness (TV series),2017.0,5,6,30,5,4,4,5,6,5,5,2,1,1,5,5,5.0,5,4,7,6,3,3,5,5,4,5,4,5,4,5,5,6,5,4,3.5,3
1699,Watching (TV series),1987.0,5,3,5,3,4,3,5,5,5,5,5,1,1,3,2,5.0,5,3,7,3,5,5,5,4,3,5,3,5,3,2,4,5,2,1,1.5,3
1700,The Two of Us (1986 TV series),1981.0,6,2,5,5,4,3,5,5,5,5,6,1,1,3,3,4.0,5,3,5,4,5,5,5,4,4,5,3,5,4,2,5,5,2,1,1.5,1
1701,Our Hero,2000.0,5,4,10,3,4,3,5,5,6,5,5,2,1,3,2,5.0,5,3,5,3,6,5,6,6,4,5,3,5,4,2,4,3,1,1,1.5,1
1702,Shadows of P'Jem,2025.0,6,4,10,5,4,4,5,6,5,6,5,5,6,4,5,5.0,6,4,6,5,3,5,5,5,4,6,4,6,4,5,4,5,4,1,1.5,2
1703,The New Adventures of He-Man,2025.0,2,2,30,1,4,5,3,4,2,4,2,6,7,5,3,5.0,5,4,4,3,5,2,5,5,3,4,1,5,5,4,1,2,3,1,1.0,2
1704,E.N.G.,1989.0,5,3,15,3,4,4,5,5,5,6,5,1,1,3,3,5.0,5,3,6,4,5,5,5,5,4,5,3,5,5,5,5,6,3,2,2.0,2
1705,Rudolph's Shiny New Year,1976.0,3,5,12,3,5,4,4,5,5,5,1,7,5,5,6,6.0,6,3,7,3,5,3,6,5,3,5,3,5,5,5,3,5,4,4,2.5,3
1706,Martial Law (TV series),1998.0,5,2,20,5,4,4,5,5,5,5,5,1,1,3,2,5.0,5,3,5,3,6,5,5,5,3,5,3,5,4,4,2,3,2,1,1.0,1
1707,Casanova (2005 TV series),2021.0,5,2,20,3,3,4,6,5,3,6,5,2,1,4,3,5.0,6,3,5,4,6,5,6,6,4,6,4,6,5,4,4,5,2,4,2.5,2
1708,Casanova (1971 TV series),1971.0,5,1,10,3,4,2,5,5,3,5,5,2,1,3,2,5.0,5,3,3,3,5,3,5,5,3,5,4,5,2,4,4,5,4,2,2.5,1
1709,Dino-Riders,2025.0,2,2,20,1,4,4,2,4,2,4,1,7,6,5,3,5.0,5,3,4,3,5,2,5,5,3,4,2,5,4,5,2,2,4,1,1.5,3
1710,Dempsey and Makepeace,1985.0,5,2,10,4,5,4,5,6,5,6,5,1,1,3,3,5.0,5,4,6,4,5,5,5,5,4,6,4,5,4,4,4,5,4,1,2.0,2
1711,Danger Island (TV series),1968.0,3,3,10,1,3,3,3,3,2,3,2,5,2,4,3,5.0,5,3,3,3,4,2,5,5,3,4,1,5,3,5,2,1,4,1,1.0,1
1712,Kamen Rider Hibiki,2005.0,5,2,30,3,5,4,5,5,5,5,2,6,6,4,3,5.0,6,3,4,4,5,4,6,5,4,5,4,5,4,4,4,6,4,1,1.5,2
1713,Kamen Rider Kuuga,2000.0,5,1,30,3,4,4,6,6,5,6,3,5,5,5,3,5.0,6,4,5,5,5,5,6,5,4,5,4,6,5,5,3,6,5,2,1.5,3
1714,Tilt (American TV series),2005.0,5,5,20,1,3,3,5,5,5,5,3,1,1,5,1,5.0,5,3,5,5,4,5,5,5,3,5,3,5,5,5,5,5,5,1,2.0,3
1715,The Comeback (Seinfeld),2025.0,5,4,10,1,2,2,5,5,5,6,3,1,1,2,5,5.0,5,4,3,5,5,5,5,5,4,7,2,5,4,5,5,2,3,1,2.5,2
1716,The Muppets' Wizard of Oz,2005.0,5,4,10,3,5,4,4,6,6,5,2,7,5,5,5,5.0,6,4,7,3,6,3,6,5,4,5,3,5,5,5,5,6,5,1,1.0,3
1717,The Temptations (miniseries),1998.0,3,2,25,3,3,2,5,5,5,4,3,1,1,3,3,5.0,5,3,2,3,3,3,5,5,3,5,3,5,3,4,3,3,3,4,2.0,2
1718,Take Me (TV series),2014.0,5,3,6,3,2,2,5,5,3,5,3,1,1,2,3,5.0,4,3,2,5,3,3,5,4,3,5,3,5,3,5,5,5,5,1,2.0,3
1719,Cleo (TV series),2002.0,5,1,15,3,4,3,6,5,5,5,5,1,1,2,2,4.0,4,3,5,4,5,5,4,4,4,5,3,5,4,3,4,5,2,1,1.5,2
1720,It Takes a Thief (1968 TV series),1968.0,5,2,20,1,3,4,5,4,3,5,3,1,1,3,3,5.0,5,3,5,3,5,5,5,5,4,5,1,5,4,5,4,3,5,1,1.0,1
1721,Regeneration (Star Trek: Enterprise),2025.0,5,3,20,3,3,4,5,5,4,5,3,7,7,5,5,5.0,6,4,5,5,5,5,6,6,4,5,4,5,4,5,3,3,5,2,1.5,2
1722,Meteor Garden II,2023.0,5,2,30,3,4,4,5,6,5,5,4,2,1,3,3,5.0,5,3,5,4,6,4,5,5,4,5,4,5,4,4,4,5,4,1,1.5,2
1723,Power Play (Angel),2025.0,5,5,10,5,2,4,5,5,3,6,3,6,6,5,5,5.0,6,4,7,5,3,5,6,6,4,5,4,5,4,5,5,6,5,2,2.5,3
1724,Marauders (Star Trek: Enterprise),2025.0,5,3,10,1,5,5,5,5,5,5,3,5,5,4,2,5.0,5,3,7,3,5,5,5,5,4,5,3,5,5,5,3,4,4,1,1.0,3
1725,Dastardly and Muttley in Their Flying Machines,2016.0,3,3,5,1,2,1,2,2,2,4,1,5,2,4,3,5.0,5,3,1,2,5,2,5,5,3,5,1,5,2,5,1,1,1,1,1.0,1
1726,Hide and Q,2025.0,5,2,10,1,4,4,6,5,5,5,3,6,6,5,3,5.0,6,3,6,5,5,5,6,5,4,5,4,5,4,5,5,5,5,1,1.5,2
1727,Judgment (Star Trek: Enterprise),2025.0,5,3,20,3,5,3,6,6,5,6,4,5,6,5,3,5.0,6,3,4,4,5,5,6,5,4,6,4,5,4,5,4,5,5,1,1.5,2
1728,Horizon (Star Trek: Enterprise),2025.0,5,2,10,5,4,4,5,5,5,6,5,3,6,5,3,5.0,6,3,7,4,5,5,5,5,4,5,4,5,4,4,4,5,4,1,1.5,2
1729,Quest for Ratings,2025.0,5,6,6,1,2,2,5,3,5,5,2,2,1,3,3,5.0,5,4,5,5,5,3,5,5,4,6,1,5,4,5,3,3,3,1,1.5,2
1730,Abra-Catastrophe!,2018.0,3,1,20,1,4,4,5,5,5,5,1,7,6,5,5,5.0,5,4,7,3,5,3,5,5,4,5,2,5,5,5,4,4,5,4,3.5,3
1731,Haven (Star Trek: The Next Generation),2025.0,5,5,8,3,4,3,5,5,5,5,5,6,7,5,3,5.0,6,3,6,4,5,5,5,5,4,5,4,5,4,4,4,3,3,1,1.5,2
1732,The Muppets at Walt Disney World,1990.0,5,3,10,1,5,3,2,5,5,5,3,3,1,5,5,6.0,6,3,3,2,6,4,6,5,4,5,3,5,3,5,2,1,2,1,1.0,2
1733,Quark (TV series),1977.0,4,1,20,1,3,2,4,3,3,4,3,6,6,5,2,5.0,5,3,3,5,5,2,5,5,4,5,1,5,3,4,2,1,2,1,1.0,1
1734,The Upper Hand,1990.0,5,3,10,3,4,4,5,5,5,5,5,1,1,2,3,5.0,5,3,7,3,6,5,5,4,4,5,3,5,4,3,4,5,2,1,1.5,1
1736,The Dreamer of Oz: The L. Frank Baum Story,1990.0,5,2,20,4,5,4,5,6,5,5,4,5,1,5,4,5.0,6,3,6,3,5,4,6,5,4,5,4,5,4,3,5,5,2,4,3.0,2
1738,From the Life of the Marionettes,1980.0,5,3,6,5,1,1,5,2,1,5,3,1,1,3,5,4.0,5,2,3,5,2,3,5,5,3,5,4,2,1,5,5,6,5,4,3.5,3
1739,Aladdin (animated TV series),2025.0,4,3,30,2,5,4,5,5,5,5,2,6,4,4,2,5.0,5,4,5,3,6,4,5,5,3,5,2,5,5,4,2,4,2,1,1.5,1
1740,The Big Goodbye,2025.0,5,3,10,1,5,5,6,6,5,5,5,5,6,5,3,5.0,6,3,7,3,5,5,6,6,4,6,3,6,4,5,4,2,4,1,1.5,2
1742,Loonatics Unleashed,2025.0,2,6,20,3,3,4,3,4,2,5,2,7,7,5,2,5.0,6,4,5,5,5,3,5,5,3,5,1,5,4,5,2,2,5,1,2.0,2
1744,Autism Is a World,2025.0,6,1,5,5,5,4,6,6,6,6,6,1,1,2,1,4.0,5,3,5,3,6,6,6,5,4,6,5,6,4,2,4,6,3,1,1.5,3
1745,The Patty Duke Show,1963.0,5,2,5,1,5,3,5,4,6,5,5,1,1,2,3,5.0,5,3,6,2,6,4,5,4,4,5,2,5,3,2,3,2,1,1,1.0,1
1746,Summerland (TV series),2025.0,5,5,10,3,5,4,5,5,5,5,5,1,1,2,3,5.0,5,3,5,3,6,5,5,5,3,5,4,5,4,3,5,5,4,1,1.0,1
1747,Ocean Girl,2013.0,5,3,10,5,5,5,5,6,3,6,3,6,6,5,3,6.0,7,3,7,5,5,3,6,5,4,5,4,5,5,5,5,6,5,1,2.5,3
1748,Holocaust (miniseries),1978.0,6,3,20,5,2,2,6,7,3,7,7,1,1,5,3,6.0,7,3,1,2,3,6,7,6,5,6,5,6,1,5,5,5,5,1,1.5,2
1750,Chinpokomon,2025.0,3,3,20,3,3,2,5,4,5,5,2,5,2,4,3,5.0,6,4,5,6,3,3,6,6,4,6,2,5,2,5,3,3,5,1,2.5,2
1752,Spectreman,2021.0,3,2,15,3,4,4,4,4,3,5,2,6,6,5,4,5.0,5,3,6,5,4,3,5,5,3,4,2,5,5,5,2,2,5,1,1.5,3
1753,Family Passions,1993.0,5,3,10,4,3,3,4,5,5,5,5,1,1,4,2,5.0,5,3,3,5,4,4,5,5,3,5,3,5,3,4,4,2,4,1,1.5,1
1754,The Young Indiana Jones Chronicles,1992.0,5,2,30,3,5,5,6,5,5,6,6,2,1,5,5,6.0,7,3,5,3,5,5,6,6,4,5,3,6,5,5,4,5,2,4,3.5,1
1755,Pilot (Will &amp; Grace),2025.0,6,3,4,5,5,3,6,5,5,6,5,1,1,2,3,5.0,5,4,5,3,7,5,5,5,4,6,4,5,3,4,4,4,2,1,1.5,3
1757,Superstar (Buffy the Vampire Slayer),2025.0,5,2,5,3,3,3,5,5,5,5,3,5,5,3,3,5.0,5,3,7,5,5,5,5,5,4,5,3,5,2,4,4,3,4,1,1.5,3
1758,Remember Me (Star Trek: The Next Generation),2025.0,5,5,10,1,5,4,6,6,5,6,3,6,6,5,3,5.0,7,3,7,6,5,5,6,6,4,5,4,6,5,5,5,5,5,4,3.5,3
1759,All About Me,2014.0,5,6,7,4,4,3,6,5,5,5,5,1,1,3,2,5.0,5,3,5,4,5,5,5,5,4,5,3,5,3,2,4,3,1,1,1.5,1
1761,Nowhere Man (American TV series),2025.0,4,1,25,1,5,3,6,6,5,6,3,3,5,5,4,5.0,6,4,5,6,3,4,6,6,4,6,4,5,5,5,5,7,5,4,3.5,3
1762,Clutch Cargo,2012.0,3,3,3,1,3,3,3,3,2,3,3,2,1,3,3,3.0,3,3,3,2,5,3,3,3,2,3,1,3,4,5,1,1,5,1,1.0,1
1763,Samaritan Snare,2025.0,5,6,8,3,5,4,6,6,5,6,5,5,6,4,3,5.0,6,3,7,4,6,5,5,5,4,6,3,5,3,5,4,4,3,2,1.5,1
1764,My Secret Identity,1988.0,4,1,10,3,4,4,5,5,5,5,2,5,4,2,2,4.0,4,3,5,3,6,3,4,4,3,5,2,5,4,4,3,4,3,1,1.0,1
1765,Medical Center (TV series),2025.0,5,3,10,1,4,4,5,4,5,5,5,1,1,2,1,4.0,5,3,5,2,6,5,4,3,3,5,3,5,4,2,4,3,1,1,1.0,1
1766,Jewel in the Palace,2003.0,5,3,30,5,5,5,6,7,6,7,6,1,1,5,5,6.0,7,3,6,5,5,6,6,6,4,6,5,6,5,5,5,7,5,4,2.0,3
1767,Fight or Flight (Star Trek: Enterprise),2025.0,5,5,10,3,4,3,5,5,5,5,4,5,6,4,4,5.0,6,3,5,3,5,5,5,5,4,5,3,6,4,5,3,3,4,1,1.5,2
1768,Strange New World (Star Trek: Enterprise),2025.0,5,5,6,1,4,4,5,5,5,5,3,5,6,5,3,5.0,6,3,7,3,5,5,5,5,4,5,3,5,4,5,3,3,4,1,1.0,1
1769,Unexpected (Star Trek: Enterprise),2025.0,5,4,10,3,4,4,5,5,5,5,3,6,6,5,3,5.0,6,3,6,5,5,4,5,5,4,5,3,5,4,4,3,3,4,1,1.5,2
1770,Terra Nova (Star Trek: Enterprise),2025.0,5,4,5,3,4,4,5,5,5,6,5,5,6,5,3,6.0,6,4,7,5,5,5,6,5,4,5,4,5,5,5,4,5,4,1,1.5,2
1771,Tiny Planets,2001.0,5,2,10,1,4,4,3,5,3,5,2,6,6,5,2,5.0,6,3,5,2,6,3,6,5,3,5,3,5,4,2,2,2,1,1,1.0,1
1772,If These Walls Could Talk 2,2000.0,6,1,5,5,5,2,6,6,6,6,5,1,1,3,2,5.0,6,3,3,5,5,6,6,5,4,5,5,5,2,4,5,5,4,1,1.0,2
1773,Saraband,2003.0,6,4,10,3,3,3,6,6,5,6,5,1,1,3,3,5.0,5,2,3,5,3,5,6,5,4,6,4,6,3,3,5,6,3,4,4.0,3
1774,Virtues of Harmony,2001.0,5,3,20,5,4,4,5,6,5,6,3,3,1,5,4,6.0,5,4,7,3,3,5,5,5,4,5,4,5,4,5,5,6,4,1,1.0,3
1775,It Hits the Fan,2025.0,2,3,20,1,3,3,3,3,4,4,1,5,5,3,5,4.0,4,3,4,5,2,3,5,5,4,5,2,5,4,5,1,2,5,1,1.5,2
1776,Hazel (TV series),1961.0,5,1,20,3,5,5,5,5,5,5,5,1,1,3,2,5.0,5,3,5,2,6,5,4,3,4,5,2,5,4,2,4,2,1,1,1.5,1
1777,Amen (TV series),1986.0,5,3,12,3,2,2,5,5,5,5,4,1,1,3,2,4.0,5,3,6,3,5,4,4,4,4,5,2,5,2,2,3,3,1,1,1.0,1
1778,The Jacksons: An American Dream,1992.0,5,3,25,5,4,5,6,6,6,5,6,1,1,4,4,6.0,6,3,6,3,5,6,6,5,3,5,4,7,4,4,4,5,2,2,2.0,2
1779,Nuts in May (Play for Today),2013.0,5,3,5,2,2,2,5,4,3,5,5,1,1,3,5,5.0,5,3,3,3,3,5,6,5,4,5,3,5,2,4,5,4,2,1,1.5,2
1780,The Littl' Bits,2022.0,3,3,20,1,5,4,5,5,5,5,2,5,3,5,1,5.0,6,3,6,4,6,3,5,5,4,5,3,5,4,4,4,5,2,1,1.5,2
1781,Up the Long Ladder,2025.0,6,4,6,5,4,4,5,5,5,6,5,5,6,5,3,5.0,6,3,7,5,5,5,5,5,4,5,4,5,4,4,4,5,4,1,1.5,2
1782,Booker (TV series),2025.0,5,1,10,1,3,3,5,3,5,4,4,1,1,2,2,4.0,4,3,2,3,5,4,3,3,3,4,1,2,4,4,4,3,2,1,1.0,1
1784,Angel One,2025.0,5,5,6,3,3,4,5,4,4,5,4,5,5,5,3,5.0,5,3,5,3,5,4,5,5,3,5,3,5,4,5,3,3,3,1,1.5,2
1785,Ready or Not (Canadian TV series),1993.0,6,2,20,5,5,3,6,5,6,6,6,1,1,3,3,5.0,5,3,5,3,6,6,5,5,4,5,4,5,3,2,5,5,1,1,1.0,1
1786,Too Short a Season,2025.0,5,3,10,1,4,2,5,6,5,6,4,5,5,4,3,5.0,6,3,6,5,5,4,5,5,4,6,4,5,4,5,5,6,5,1,2.0,3
1787,A Case for Two,1981.0,5,2,25,1,4,4,6,5,5,5,5,1,1,3,3,5.0,5,3,6,3,6,6,5,5,4,5,3,5,5,5,4,2,3,1,1.5,1
1789,Hey Dad..!,2022.0,5,3,5,3,4,3,5,5,5,5,5,1,1,2,3,5.0,4,3,5,3,6,4,4,3,4,5,3,5,4,2,4,3,2,1,1.5,1
1791,Kyuukyuu Sentai GoGoFive,2021.0,3,6,20,3,4,4,5,5,5,5,3,6,5,5,3,5.0,5,4,5,3,4,5,5,5,3,5,3,5,4,5,3,4,5,2,1.5,2
1792,M.A.N.T.I.S.,2025.0,3,1,20,5,5,4,5,5,5,4,3,7,6,4,4,5.0,4,3,2,5,3,3,5,5,3,5,3,5,5,4,4,6,5,4,2.5,3
1794,Mr. Garrison's Fancy New Vagina,2025.0,2,4,20,5,2,2,4,3,4,3,2,5,1,3,4,3.0,3,3,7,5,2,3,5,5,3,5,2,2,4,5,3,5,5,1,2.5,3
1795,Mahō Sentai Magiranger,2025.0,5,5,30,5,4,4,5,5,5,5,2,7,5,5,3,5.0,6,4,5,4,5,5,6,5,4,5,3,5,4,4,4,5,5,1,1.5,2
1796,Dead Things,2025.0,5,1,20,5,3,2,6,5,5,6,3,5,5,4,5,5.0,6,3,4,5,3,4,6,6,4,5,4,5,3,5,5,6,5,4,3.5,2
1797,Hyakujuu Sentai Gaoranger,2021.0,3,5,30,3,3,4,4,5,3,5,2,7,6,4,3,5.0,6,4,5,3,5,3,5,5,3,5,3,5,4,5,2,4,4,1,1.5,2
1798,The Pentagon Wars,1998.0,6,1,8,1,5,5,6,6,6,6,6,1,1,3,3,5.0,5,3,5,3,3,6,5,3,4,5,4,5,5,5,4,5,3,2,1.5,2
1799,Gekisou Sentai Carranger,2022.0,4,5,30,1,4,4,4,5,4,5,2,6,5,4,3,5.0,5,4,6,3,6,3,5,5,4,5,2,5,4,4,2,3,3,1,1.0,1
1800,Sheep in the Big City,2025.0,3,2,10,1,4,2,3,4,4,5,2,5,3,4,3,5.0,5,4,3,4,5,3,5,5,4,5,2,5,4,4,3,3,4,1,1.5,2
1801,Chouriki Sentai Ohranger,2021.0,3,5,20,3,3,4,4,5,3,4,2,6,6,5,3,5.0,5,4,5,3,3,2,5,5,3,4,2,5,4,5,1,2,4,1,1.0,3
1802,Caitlin's Way,2000.0,5,1,20,4,4,3,6,6,6,5,5,1,1,3,2,5.0,5,3,5,3,5,5,5,5,3,5,4,5,4,3,5,6,3,1,1.5,1
1803,Scooby-Doo! in Arabian Nights,1994.0,3,2,5,2,3,2,3,3,3,4,2,5,2,4,2,5.0,4,3,3,3,5,2,5,5,3,5,1,5,3,4,2,2,4,1,1.5,2
1804,Isidingo,1998.0,5,5,20,3,2,3,5,5,3,5,5,1,1,4,3,5.0,5,3,3,3,5,5,5,5,4,5,3,5,3,4,4,4,3,1,1.0,2
1805,Manhunt (Star Trek: The Next Generation),2025.0,5,4,5,3,4,4,5,5,4,5,3,6,6,4,3,5.0,6,3,6,3,5,5,5,5,4,5,3,5,3,4,4,2,3,1,1.5,2
1806,Ninja Sentai Kakuranger,2021.0,5,5,20,4,3,4,4,5,3,5,2,7,5,5,3,5.0,6,3,4,3,4,3,5,5,3,5,2,5,4,5,2,3,5,2,1.5,2
1807,The Hank McCune Show,2025.0,5,1,8,1,3,2,5,4,5,5,5,2,1,3,2,4.0,5,3,3,3,5,5,4,4,3,5,2,5,2,2,2,2,1,1,1.0,1
1808,Renegade (TV series),1982.0,4,3,20,1,5,4,5,5,5,5,3,1,1,3,4,5.0,4,4,5,4,4,4,5,5,3,5,2,5,5,5,4,5,5,1,2.0,3
1809,The Trap Door,2012.0,3,3,5,1,3,2,5,3,3,5,2,7,6,5,3,5.0,6,3,3,3,5,4,6,6,3,5,2,5,2,3,2,2,4,1,1.0,1
1811,Seijuu Sentai Gingaman,2022.0,3,5,20,1,4,4,4,5,3,5,2,6,5,5,3,6.0,5,4,5,3,5,3,5,5,3,5,2,5,4,5,2,3,5,1,1.5,3
1812,Animalympics,1980.0,5,6,20,3,5,3,5,5,5,6,2,7,5,5,6,6.0,6,4,6,5,5,3,6,7,4,5,4,5,5,5,4,4,3,2,1.5,3
1813,Denji Sentai Megaranger,1997.0,5,5,10,3,4,4,5,5,5,5,2,6,6,5,3,5.0,5,4,5,3,5,4,5,5,3,5,3,5,4,5,2,4,5,1,1.0,3
1814,Home Soil,2025.0,5,5,5,1,5,5,5,6,5,6,3,6,6,5,2,5.0,6,3,7,5,5,5,6,5,4,6,4,5,5,5,3,5,4,1,1.5,2
1816,Drak Pack,1980.0,2,3,10,3,3,3,2,3,2,4,1,7,6,5,3,5.0,5,3,5,3,6,2,5,5,3,5,1,5,4,4,2,2,2,1,1.0,1
1817,Mirai Sentai Timeranger,2021.0,5,5,25,3,4,4,5,5,5,5,3,5,6,5,4,5.0,6,4,6,5,5,5,5,5,4,5,3,5,5,5,4,5,4,1,1.5,2
1819,Ninjai,2015.0,5,2,10,1,4,4,5,5,5,5,3,5,2,4,3,5.0,5,3,3,3,6,3,6,6,4,5,3,5,4,4,4,5,3,1,1.0,1
1820,The Night That Panicked America,2025.0,6,6,10,5,3,3,5,5,5,6,6,1,1,5,5,6.0,6,3,5,5,5,6,6,6,4,6,4,5,3,5,4,5,5,2,2.5,2
1822,Brush with Fate,2003.0,5,2,20,1,3,3,5,5,4,5,5,1,1,5,1,5.0,5,3,7,5,3,4,6,5,4,5,3,5,3,4,4,3,4,4,4.0,1
1823,Bakuryū Sentai Abaranger,2024.0,3,4,30,3,3,4,4,5,3,5,1,7,6,5,3,6.0,6,4,5,5,3,3,5,5,3,5,3,5,5,5,1,4,5,2,1.5,2
1824,"Die Hippie, Die",2025.0,3,4,10,2,2,4,5,2,2,5,2,2,1,4,3,5.0,5,4,7,5,5,2,5,5,4,5,2,5,4,5,3,2,4,1,1.5,3
1825,Wait Till Your Father Gets Home,2025.0,4,1,5,1,3,2,4,3,5,4,4,1,1,2,2,4.0,4,3,5,2,5,4,4,4,3,5,2,5,2,2,3,2,1,1,1.0,1
