book_idx,title,year,9_how_realistic_did_you_find_the_dialogue_in_the_movie,1_how_many_protagonists_were_there_a_protagonist_is_the_person_or_enti,3_approximately_how_many_named_side_characters_are_in_this_movie_feel,5_if_you_checked_any_of_the_above_how_relevant_are_these_aspect_s_of_t,8a_how_likable_was_this_protagonist_by_likable_we_mean_easy_to_relate,8b_how_competent_was_this_protagonist_by_competent_we_mean_effective_a,11_how_real_did_this_protagonist_feel_to_you,12_how_emotionally_invested_were_you_in_this_protagonist,13_how_relatable_did_you_find_this_protagonist,5_in_your_opinion_how_would_you_rate_the_quality_of_the_character_writ,3_how_realistic_was_the_world_of_the_movie_by_realistic_we_mean_plausi,5_how_fantastical_was_the_world_of_the_movies_by_fantastical_we_mean_a,6_how_science_fictional_was_the_world_of_the_movie_by_science_fictiona,7_overall_how_relevant_was_world_building_to_the_movie_world_building,8_how_many_major_settings_does_the_movie_contain_here_we_re_asking_you,4_how_immersive_did_you_find_this_setting_by_immersive_we_mean_fully_r,5_in_your_opinion_how_would_you_rate_the_quality_of_the_setting_and_wo,7_on_the_whole_how_would_you_describe_the_pace_of_the_movie_pace_is_th,12a_on_a_scale_of_1_entirely_unresolved_to_7_entirely_resolved,12b_on_a_scale_of_1_very_unsurprising_predictable_to_7_very_surprising,12c_on_a_scale_of_1_very_confusing_to_7_very_easy_to_understand,19_how_convincing_did_you_find_the_plot_by_convincing_we_mean_believab,3_how_evocative_did_you_find_the_visual_style_by_evocative_we_mean_aff,4_how_interesting_did_you_find_the_visual_style_by_interesting_we_mean,7_now_let_s_talk_pun_intended_about_dialogue_in_your_opinion_how_was_t,8_how_engaging_did_you_find_the_dialogue_in_the_movie,5_to_what_extent_did_you_feel_moved_by_this_movie_on_an_emotional_basi,13_how_much_did_you_like_the_score,8c_how_proactive_was_this_protagonist_by_proactive_we_mean_motivated_a,plot_driven,character_driven,character_development,opening_hook,time_linearity,plot_linearity,ending_reversal
2976,Snow Falling on Cedars,1994.0,6,3,20,5,4,4,6,6,5,6,6,1,1,5,1,6,6,3,7,5,6,6,6,6,4,6,5,6,5,4,5,6,5,4,4,3
2977,October Sky (book),,5,1,6,4,5,4,6,6,6,6,6,1,2,4,1,6,6,3,7,5,6,6,6,5,4,6,4,6,5,4,5,6,4,1,1,2
2978,A Pale View of Hills,1982.0,6,2,5,5,4,3,6,6,5,6,6,1,1,3,2,6,6,3,5,5,5,6,6,5,4,5,5,5,3,2,5,5,3,4,2,2
2979,Upon the Dull Earth,1954.0,5,1,10,4,2,2,5,6,3,6,3,6,6,4,2,6,6,4,2,6,5,5,6,6,4,5,4,5,4,4,5,6,5,4,4,3
2980,Breakfast at Twilight,1954.0,5,1,10,4,4,3,5,5,5,5,5,6,6,5,1,6,6,3,6,6,5,5,6,5,4,5,4,5,4,5,4,5,5,2,1,3
2981,The Elephant Vanishes,1993.0,5,1,10,3,4,3,5,5,5,6,5,5,2,3,2,6,6,3,5,5,5,5,6,5,4,6,4,5,3,3,4,3,4,1,1,1
2982,Doctor Dolittle's Garden,1927.0,5,1,10,3,4,4,5,5,5,6,3,6,5,5,2,6,6,3,5,5,6,4,5,5,4,5,3,5,5,4,3,3,3,2,1,1
2983,Doctor Dolittle in the Moon,1928.0,5,2,10,3,4,4,5,5,4,6,2,7,6,5,2,6,6,3,6,5,6,3,6,6,4,6,3,6,5,4,2,2,3,1,1,1
2984,The Beautiful and Damned,1921.0,5,2,10,4,2,2,6,3,4,6,6,1,1,3,3,6,6,2,5,3,5,5,6,5,4,5,4,5,2,3,5,3,3,1,1,3
2985,The Power of the Daleks,1993.0,5,3,15,4,4,4,5,5,3,6,4,6,6,5,3,6,6,4,5,5,6,6,6,5,4,6,4,5,5,5,3,3,5,1,1,3
2986,The Moonbase,1975.0,5,4,10,3,4,4,5,5,5,5,5,6,6,5,2,6,6,4,6,5,6,5,6,6,4,6,4,6,5,5,3,3,4,1,1,2
2987,Better Than Life,1990.0,5,4,10,4,3,3,5,5,5,6,3,7,7,5,6,6,6,3,6,5,6,4,6,6,4,6,3,5,4,5,5,5,4,4,4,3
2988,The Moving Target,1949.0,5,1,10,4,4,4,6,5,5,6,5,1,1,4,5,6,6,3,7,5,6,6,6,5,4,6,4,5,5,5,4,3,4,1,1,3
2989,Dragon's Eye: A Chinese Noir,2004.0,5,2,5,4,3,4,6,5,5,6,6,1,1,4,3,6,6,4,5,5,5,5,6,6,4,6,4,5,4,4,4,4,5,1,1,2
2990,The Massacre (Doctor Who),1987.0,5,3,10,4,4,3,5,5,5,5,6,2,2,5,2,6,6,3,5,5,5,5,6,5,4,5,4,5,4,5,4,3,5,2,1,2
2991,The Celestial Toymaker,1986.0,5,3,15,3,4,4,5,5,5,5,3,7,6,5,5,6,6,4,7,5,6,5,6,6,4,6,3,5,4,5,2,2,4,1,1,3
2992,The Gunfighters (Doctor Who),1986.0,5,3,20,3,4,4,5,5,5,5,5,5,1,5,3,6,6,3,6,3,6,5,6,5,4,5,3,5,4,5,3,2,4,1,1,2
2993,The Savages (Doctor Who),1986.0,5,3,5,4,4,4,5,6,5,6,5,6,6,5,2,6,6,4,7,5,6,5,5,5,4,5,4,5,5,5,5,5,4,1,1,3
2994,The Smugglers,1988.0,5,3,15,3,3,4,5,5,4,5,5,5,1,5,3,6,6,4,7,5,6,5,5,5,4,5,3,5,5,5,3,3,4,1,1,3
2995,The Last Days of Pompeii,1834.0,5,5,10,4,4,4,5,6,5,6,6,5,1,5,5,6,6,4,7,5,6,5,6,6,4,5,4,5,5,5,4,5,5,1,1,3
2996,The Well of Loneliness,1928.0,5,1,15,5,4,3,6,6,6,6,6,1,1,5,6,6,6,3,5,5,6,6,6,6,4,5,5,5,4,3,5,6,3,1,1,2
2997,The Heaven Sword and Dragon Saber,1961.0,5,1,20,4,4,5,6,6,5,6,5,6,1,5,5,6,6,4,7,5,6,5,6,6,4,6,4,6,5,5,5,6,5,4,1,2
2998,Dead Man's Folly,1956.0,5,3,20,4,3,5,5,5,4,6,5,1,1,4,1,6,6,3,5,5,6,6,6,5,4,6,4,5,4,5,5,1,5,1,1,3
2999,Doctor Dolittle's Return,1933.0,5,3,10,3,4,4,5,5,4,5,4,6,5,4,2,5,5,3,5,4,6,5,5,5,4,5,3,5,3,3,4,3,2,2,2,2
3000,The Oaken Throne,1993.0,5,2,15,4,4,4,6,6,5,6,5,7,2,5,3,6,6,4,5,6,6,5,6,6,4,6,5,5,5,5,5,6,5,2,1,3
3001,High Rhulain,2005.0,5,3,30,5,4,5,6,6,5,6,5,6,1,5,6,6,6,4,7,5,6,5,6,6,4,6,4,5,5,5,5,6,5,1,1,3
3002,A Little Something for Us Tempunauts,1974.0,5,1,10,4,3,4,5,6,5,5,5,5,6,5,1,6,6,3,3,6,5,5,5,5,4,5,4,5,5,4,5,6,4,4,1,3
3003,The Longest Journey (novel),1907.0,5,1,10,4,4,3,6,6,5,6,6,1,1,3,3,6,6,3,6,5,5,5,6,5,4,5,4,6,3,3,5,6,2,1,1,3
3004,The Drowning Pool,1950.0,6,1,10,4,4,4,6,5,5,6,5,1,1,4,6,6,6,4,7,5,6,6,6,5,4,6,4,5,5,5,5,5,5,1,1,3
3005,The Company of Women (Singh novel),1999.0,5,1,10,4,1,2,5,2,2,3,4,1,1,2,2,5,4,3,3,3,5,3,5,5,3,5,2,5,4,3,2,2,3,1,1,1
3006,Argument About Basia,1937.0,5,1,10,3,5,2,6,6,5,5,5,1,1,3,1,5,5,3,3,5,5,5,5,5,4,5,4,5,3,4,4,5,3,1,1,2
3007,Homeward Bound (Turtledove novel),2004.0,5,3,10,3,3,4,5,5,3,5,5,6,6,5,2,6,6,3,5,5,5,5,5,5,4,5,3,5,4,4,3,3,2,1,1,2
3008,Eveline (short story),1904.0,5,1,5,4,4,2,6,6,6,6,6,1,1,3,2,6,6,2,1,5,6,5,6,5,4,5,4,5,2,2,5,2,3,2,1,1
3009,The Far Pavilions,1978.0,5,2,20,5,4,4,6,6,5,6,6,1,1,5,6,6,6,3,5,5,6,5,6,6,4,6,5,5,5,5,5,6,5,2,1,2
3010,The Coming of Joachim Stiller,1960.0,5,2,10,3,3,3,6,5,5,6,4,5,5,5,3,6,6,3,3,6,3,5,6,5,4,5,4,5,4,4,5,5,5,4,4,3
3011,Katherine (Min novel),1995.0,5,3,10,4,4,4,6,5,5,6,6,1,1,4,2,6,6,3,5,3,6,5,5,5,4,5,4,5,4,3,4,5,3,1,1,2
3012,Hunters of Dune,2006.0,5,6,30,4,3,4,4,5,3,5,5,7,7,5,6,6,6,3,5,5,3,4,5,5,4,5,3,5,5,5,4,5,4,4,4,3
3013,Sandworms of Dune,2007.0,5,5,30,4,3,4,5,5,3,5,3,7,7,5,6,6,6,4,5,5,3,4,6,5,4,5,4,5,4,5,4,5,4,4,4,3
3014,The Known World,2003.0,6,5,4,5,2,3,6,5,3,6,6,1,1,5,3,6,6,3,5,6,6,6,6,6,4,6,5,6,4,3,5,5,4,4,3,2
3015,Mission of Gravity,1953.0,5,2,15,4,4,5,6,5,4,6,6,6,6,5,3,6,6,4,7,5,6,5,6,6,4,5,3,5,5,5,3,5,3,1,1,2
3016,Blue City (novel),1947.0,5,2,10,3,4,3,5,5,5,5,5,1,1,3,2,6,5,3,7,5,6,5,5,5,4,5,4,5,5,5,4,5,5,1,1,3
3017,Archangel (Shinn novel),1996.0,5,2,10,4,3,4,5,5,5,6,2,7,6,5,3,6,6,3,7,5,6,5,6,6,4,6,4,5,4,4,5,5,3,1,1,2
3018,Humiliated and Insulted,1861.0,5,4,15,4,3,3,6,6,5,6,5,1,1,3,3,6,6,3,5,5,5,5,5,5,4,6,4,5,3,4,5,5,3,1,1,2
3019,The Immortal Bard,1954.0,6,2,10,3,3,2,5,5,5,6,3,6,6,4,2,6,6,3,6,5,6,3,5,5,4,6,3,5,3,3,4,4,4,2,1,3
3020,The Terminal Experiment,1995.0,5,1,10,4,3,4,6,5,5,6,5,5,6,5,2,6,6,3,5,5,5,5,5,5,4,5,4,5,5,4,5,5,5,2,1,3
3021,The Three-Arched Bridge,1978.0,5,2,10,4,3,3,5,5,4,6,5,3,1,5,2,6,6,3,5,5,5,5,6,6,4,6,4,6,2,3,4,2,4,1,1,2
3022,Mario and the Magician,1929.0,6,2,5,5,3,4,6,5,5,6,5,3,1,5,1,6,6,3,7,5,5,5,6,6,4,6,4,5,5,4,5,5,4,2,1,3
3024,Blood and Gold,2001.0,5,2,20,4,4,4,6,6,3,6,3,6,5,5,6,6,6,3,6,5,6,5,6,6,4,6,4,5,4,5,5,5,5,4,4,2
3026,The Lonely Doll,1957.0,5,3,3,3,4,3,5,5,5,6,2,5,1,3,2,5,5,3,6,3,6,5,5,5,4,5,4,5,2,3,3,2,2,1,1,1
3027,"Cry, the Beloved Country",1948.0,6,2,10,5,5,4,6,6,6,6,6,1,1,4,3,6,6,3,5,4,6,6,6,6,4,6,5,6,4,4,5,6,4,1,1,2
3028,The Angel (fairy tale),1843.0,5,2,5,4,4,4,5,6,5,6,3,5,1,4,2,5,6,3,6,5,6,5,6,5,4,5,5,6,3,3,4,5,4,2,1,3
3029,Roman Blood,1991.0,6,2,5,3,4,4,6,5,3,6,6,1,1,5,3,6,6,3,5,5,6,6,5,5,4,6,4,5,4,4,4,3,4,1,1,2
3030,Kallocain,,5,2,5,4,3,4,6,6,5,6,5,2,6,5,2,6,6,3,5,5,5,6,5,5,4,5,4,5,3,2,5,5,3,1,1,2
3031,The War Against the Chtorr,1983.0,5,5,20,5,4,4,5,5,5,6,6,5,7,5,3,6,6,3,3,5,5,6,6,6,4,5,4,5,5,5,4,5,5,2,1,3
3032,The Snow Queen (Vinge novel),1980.0,5,2,10,4,4,4,6,6,5,6,5,6,6,5,5,6,6,4,7,5,5,6,6,6,4,6,4,6,5,5,4,6,4,4,1,3
3033,Cakes and Ale,1930.0,6,3,10,4,4,3,6,5,5,6,5,1,1,4,3,6,6,3,7,5,6,6,5,5,4,6,3,5,4,3,4,4,2,2,2,2
3034,The Trumpet of the Swan,1970.0,5,3,10,4,4,4,6,6,5,6,5,5,1,5,6,6,6,3,7,5,6,5,6,5,4,5,4,6,5,4,5,5,2,1,1,2
3035,A World of Talent,1954.0,5,3,15,4,4,4,5,6,5,6,3,6,6,5,2,6,6,4,5,5,5,5,5,5,4,5,4,5,4,5,5,5,5,4,2,3
3036,Invitation to the Game,1990.0,5,6,10,4,4,4,6,6,6,6,5,6,6,5,2,6,6,4,5,6,6,5,6,6,4,5,4,5,5,4,5,6,4,2,1,3
3037,The Source of Magic,1979.0,5,1,10,4,4,4,5,5,5,5,4,7,6,5,5,6,6,4,6,5,6,5,6,6,4,5,4,5,4,5,5,5,5,1,1,2
3038,Castle Roogna,1979.0,5,3,20,4,4,4,5,5,5,6,3,7,6,5,3,6,6,4,7,5,6,4,6,6,4,6,4,5,5,5,5,5,4,4,2,3
3039,Night Mare,1983.0,5,1,20,4,3,4,5,5,4,5,3,7,6,5,5,6,6,4,5,5,5,5,6,5,4,5,4,5,4,5,4,5,4,2,2,3
3040,Question Quest,1991.0,5,2,15,3,3,3,5,5,5,6,2,6,6,5,2,6,6,3,5,5,5,5,5,5,4,5,3,5,4,4,4,5,4,1,1,2
3041,The Color of Her Panties,1992.0,3,2,10,3,3,3,4,4,3,5,2,7,5,5,2,5,5,3,5,3,6,3,5,5,3,5,2,5,4,4,3,3,2,2,1,2
3042,Yon Ill Wind,1996.0,5,3,15,3,3,3,5,4,4,5,3,7,6,5,2,6,6,3,5,4,5,3,5,5,4,5,2,5,4,4,3,2,4,2,2,2
3043,Atonement (novel),2001.0,6,3,10,5,2,2,6,5,3,6,6,1,1,5,1,6,6,3,1,5,5,5,6,6,5,6,5,5,2,4,5,5,5,1,1,3
3044,The Way Some People Die,1951.0,5,1,10,4,4,4,6,5,5,6,6,1,1,3,5,6,6,4,7,5,6,6,5,5,4,6,4,5,5,5,4,5,4,1,1,3
3045,Masks of the Illuminati,1981.0,5,1,10,4,3,3,5,5,3,6,5,6,5,5,1,6,6,3,5,5,4,4,5,5,4,6,3,5,4,4,3,3,4,4,4,1
3046,Foreign Affairs (novel),1984.0,5,3,10,4,4,3,6,5,5,6,5,1,1,3,2,6,5,3,6,5,6,5,5,5,4,5,4,5,4,3,5,5,2,1,1,2
3047,Rabbit at Rest,1990.0,6,1,10,4,3,3,6,6,5,6,6,1,1,3,3,6,6,3,7,5,5,6,6,5,5,6,5,6,3,3,5,5,4,2,1,3
3048,Rabbit Is Rich,1981.0,6,1,15,4,3,3,6,5,5,6,6,1,1,3,1,6,6,3,5,4,6,6,5,5,4,6,4,5,3,2,5,4,2,2,1,2
3049,House Made of Dawn,,6,1,10,5,3,2,6,6,5,6,6,1,1,5,2,6,6,3,3,5,5,6,6,6,4,5,5,5,2,4,5,5,4,1,1,3
3050,The Edge of Sadness,1961.0,6,1,10,4,4,3,6,6,6,6,6,1,1,3,1,6,5,3,6,3,6,6,5,5,4,6,4,5,4,2,5,6,2,1,1,2
3051,Storm Boy (novel),1964.0,5,1,5,4,4,4,6,6,6,6,6,2,1,4,2,6,6,3,5,5,6,6,6,5,4,5,4,5,4,3,4,5,3,1,1,2
3052,The Scions of Shannara,1990.0,5,5,10,4,4,3,5,5,5,5,3,6,5,5,5,6,6,3,5,5,5,5,5,5,4,5,3,5,5,4,4,5,4,1,1,2
3053,Winter's Tale (novel),1983.0,5,2,10,4,4,4,6,6,5,6,4,6,4,5,3,6,6,3,5,5,5,5,6,6,4,6,4,6,5,4,5,6,5,2,1,3
3054,Jeeves Takes Charge,1916.0,6,2,10,3,4,2,5,4,5,6,5,1,1,2,2,6,6,3,7,5,6,5,5,5,5,6,2,5,3,4,4,5,2,1,1,2
3055,A Maggot,1985.0,5,5,10,4,3,3,5,5,4,6,5,6,5,5,1,6,6,3,2,6,3,5,6,6,4,5,4,5,4,3,5,6,3,4,4,2
3056,Bag of Bones,1998.0,5,3,15,4,4,4,6,6,6,6,5,5,1,5,3,6,6,3,5,5,6,5,6,6,4,6,5,5,5,4,5,6,5,2,2,2
3057,The Colorado Kid,2005.0,5,3,5,3,3,4,5,4,4,5,5,2,2,4,2,5,5,3,3,5,6,4,5,5,4,5,3,5,3,3,4,3,5,2,1,1
3058,Jeeves in the Springtime,1921.0,6,2,10,3,4,5,5,5,5,6,5,1,1,2,1,6,5,3,7,5,6,5,5,5,4,6,3,5,3,3,4,2,2,1,1,1
3059,Captain Singleton,,5,2,15,3,3,4,5,5,3,5,5,5,1,5,6,6,6,4,7,5,6,5,5,5,4,5,3,5,5,5,4,6,4,1,1,2
3060,The Great Sermon Handicap,1922.0,5,1,10,3,4,3,5,4,5,6,5,2,1,3,1,5,5,3,5,5,6,5,5,5,4,6,2,5,4,4,4,2,3,1,1,3
3061,At Mrs. Lippincote's,1945.0,6,2,4,4,4,4,6,5,5,6,6,1,1,3,1,5,5,3,5,4,6,5,5,5,4,6,4,5,3,2,4,4,2,1,1,1
3062,Destiny of the Daleks,1979.0,5,2,15,3,4,4,5,5,4,5,5,6,6,5,3,6,6,4,7,5,6,5,6,5,4,5,3,5,5,5,3,3,5,1,1,3
3063,Bring the Jubilee,1953.0,5,1,20,4,4,3,6,5,5,6,6,6,7,5,3,6,6,3,1,6,5,5,6,6,4,5,4,5,4,5,5,5,4,4,4,3
3064,Lord of the World,1907.0,5,3,20,5,2,3,5,5,3,5,5,5,6,5,3,6,6,3,5,6,5,5,6,5,4,5,4,5,3,5,5,5,5,1,1,3
3065,Divine Right's Trip,1972.0,5,2,10,4,4,3,6,6,5,6,5,5,2,4,5,6,6,3,7,5,5,5,6,6,4,5,4,5,2,3,5,6,2,4,4,3
3066,Unintended Consequences (novel),1996.0,5,1,15,4,2,5,5,4,2,5,4,1,1,4,3,5,5,4,5,5,4,3,5,5,3,5,3,5,5,5,5,5,5,1,1,3
3067,The Exterminator,1980.0,5,2,10,4,3,5,5,5,3,4,3,3,1,3,3,5,4,4,5,5,5,3,5,5,3,5,4,5,5,5,3,5,5,2,1,3
3068,Stray (novel),1987.0,5,1,15,3,4,3,6,6,5,6,4,2,1,4,5,6,5,3,5,3,6,5,5,5,4,5,4,5,3,4,5,3,2,1,1,2
3069,London Fields (novel),1989.0,5,3,10,4,2,3,5,4,3,5,5,2,5,5,1,6,6,3,4,5,4,5,6,6,4,6,4,5,3,4,4,3,5,4,4,3
3070,The Bride of Lammermoor,1819.0,5,2,10,5,4,3,6,6,5,6,5,2,1,5,2,6,6,3,1,5,6,5,6,5,4,6,5,5,3,5,5,5,4,1,1,3
3071,The Call of Earth,1992.0,5,6,20,4,3,3,5,5,4,5,5,6,6,5,3,6,6,3,5,5,5,5,5,5,4,5,4,5,4,5,4,5,3,2,2,3
3072,The Talisman (Scott novel),1825.0,5,1,15,4,4,4,5,5,5,5,5,5,1,4,3,6,6,3,7,5,6,5,6,5,4,5,4,5,5,5,4,5,3,1,1,3
3073,The Talisman (King and Straub novel),1984.0,5,2,20,4,4,4,6,6,5,6,3,6,5,5,6,6,6,4,6,5,6,5,6,6,4,5,4,5,5,5,5,5,4,2,2,3
3074,The Good Apprentice,1985.0,5,3,10,4,3,3,6,6,5,6,5,1,1,1,3,5,5,3,5,5,5,5,5,5,4,5,4,5,4,3,5,6,5,2,2,2
3075,Faith of the Fallen,2000.0,5,3,20,5,4,4,6,6,5,6,5,6,5,5,3,6,6,4,7,5,6,5,6,6,4,6,4,5,4,5,5,7,4,1,1,3
3076,When She Was Good,1967.0,5,1,10,4,3,2,6,6,5,5,6,1,1,1,1,5,5,3,1,5,5,5,5,5,4,5,4,5,4,4,5,5,2,1,1,3
3077,The Mark on the Door,1934.0,5,3,10,3,4,5,5,5,5,5,3,3,3,4,3,5,5,4,7,3,6,4,5,5,3,5,2,5,5,5,2,3,4,1,1,3
3078,The Man in the Brown Suit,1924.0,5,2,15,4,4,4,6,6,5,5,5,3,1,4,5,6,6,4,7,6,6,5,6,6,4,6,4,5,5,5,4,5,5,2,2,3
3079,Something Rotten (Fforde novel),2004.0,5,1,20,4,4,4,5,6,5,6,3,7,6,5,6,6,6,4,5,5,5,5,6,6,5,6,3,5,5,5,5,5,4,4,4,2
3080,A Thousand Acres,1991.0,6,3,5,5,3,3,6,6,6,6,6,1,1,2,1,6,6,3,5,6,5,6,6,5,5,6,5,6,3,3,5,6,5,2,2,3
3081,Redburn,,5,1,10,4,4,3,6,5,5,6,6,1,1,3,3,6,6,3,6,5,6,5,6,5,4,5,4,5,4,4,5,5,5,1,1,2
3082,The Glass Key,1931.0,6,1,10,4,4,4,6,5,5,6,5,1,1,3,3,6,5,4,6,5,6,6,6,5,4,6,4,6,5,5,4,5,5,1,1,2
3083,Death to the Daleks,1978.0,5,2,20,4,4,4,5,5,5,5,5,6,7,5,3,6,6,4,7,3,6,5,6,6,4,5,4,5,5,5,3,4,4,1,1,3
3084,Ham on Rye,1982.0,6,1,10,4,3,2,6,6,6,6,6,1,1,3,3,6,5,3,5,3,6,6,5,5,4,6,4,5,3,2,5,4,3,1,1,1
3085,Prisoners of Power,1971.0,5,1,20,4,4,3,6,6,5,6,5,5,6,5,4,6,6,4,5,6,5,5,6,6,4,5,4,5,5,5,5,7,4,1,1,3
3086,The Posthumous Memoirs of Brás Cubas,1881.0,5,1,15,4,2,2,5,3,3,6,5,1,1,5,6,6,6,3,7,5,5,5,6,6,5,6,4,5,3,3,5,3,4,4,4,3
3087,Drowned Ammet,1977.0,5,3,10,4,3,3,6,6,5,6,5,6,5,5,3,6,6,3,6,5,6,5,6,6,4,5,4,5,5,5,5,6,4,1,1,3
3088,The Violent Bear It Away,1960.0,5,2,5,5,2,2,6,6,3,6,4,2,1,4,3,6,6,3,7,6,5,5,6,6,4,5,5,5,5,4,5,6,5,2,1,3
3089,Silverthorn (novel),1985.0,5,3,20,4,4,4,6,6,5,6,5,6,5,5,6,6,6,4,6,4,6,5,6,5,4,6,4,5,5,5,5,5,5,1,1,3
3090,A Darkness at Sethanon,1986.0,5,3,20,4,4,5,5,6,5,6,3,7,6,5,5,6,6,4,7,5,6,5,6,5,4,6,4,6,5,5,4,5,5,1,1,2
3091,The True Story of Ah Q,1921.0,5,1,10,5,2,1,6,3,5,6,6,1,1,3,2,6,5,3,5,5,6,6,6,5,4,6,4,5,2,4,5,1,3,1,1,3
3092,The Island of the Day Before,1994.0,5,2,20,3,3,2,5,5,5,6,5,5,4,5,2,6,6,3,5,5,4,5,6,6,4,5,4,5,2,2,5,5,5,4,4,2
3093,The Wind Singer,2000.0,5,3,15,4,4,4,6,6,5,6,4,6,5,5,5,6,6,4,7,5,6,5,6,6,4,6,4,5,5,5,4,5,3,1,1,3
3094,Slaves of the Mastery,2001.0,5,3,20,4,4,4,5,6,5,5,4,6,5,5,3,6,6,4,6,5,6,5,6,6,4,5,4,5,5,5,5,5,4,2,2,3
3095,Firesong,2003.0,5,4,15,4,4,4,6,6,5,6,4,6,6,5,3,6,6,3,7,5,6,5,6,6,4,5,4,6,4,5,5,6,3,1,1,3
3096,The Grave (novel),2000.0,5,1,10,4,4,4,6,6,5,6,4,6,5,5,3,6,6,4,7,5,6,5,6,5,4,5,4,5,5,4,5,6,5,4,2,3
3097,Everybody's All-American,,5,2,10,5,2,2,6,5,5,5,5,1,1,3,3,5,5,3,4,3,6,5,5,5,4,5,4,5,3,4,5,5,3,2,1,3
3098,Monkey (novel),1942.0,5,4,4,5,4,4,5,5,5,6,3,7,5,5,3,6,6,3,7,3,6,5,6,6,5,6,4,6,5,5,4,5,3,1,1,3
3099,Dying Inside,1972.0,5,1,10,4,4,2,6,6,5,6,3,5,5,3,3,6,5,3,5,5,6,5,6,5,4,5,4,5,3,2,5,6,3,2,2,2
3100,Desolation Angels (novel),1965.0,6,1,10,4,4,3,6,5,5,6,6,1,1,4,6,6,6,3,5,3,5,5,6,5,4,5,4,5,4,3,5,5,2,1,1,1
3101,Salammbô,1862.0,5,2,20,4,3,3,5,5,3,5,5,6,1,5,6,6,6,3,5,5,5,5,6,6,4,5,4,5,4,5,5,3,4,1,1,3
3102,The Great War: American Front,1998.0,5,1,15,4,3,4,5,5,5,5,4,5,1,5,6,6,6,4,5,5,5,4,6,5,4,5,4,5,4,5,3,3,5,2,1,2
3103,The Devil Wears Prada (novel),2003.0,5,1,10,4,4,3,6,5,5,6,6,1,1,2,3,5,4,3,6,5,6,5,5,5,4,5,4,5,5,4,5,6,3,1,1,3
3104,Deutsches Requiem (short story),1946.0,5,1,5,5,1,3,6,2,1,6,6,1,1,5,3,6,6,3,7,5,6,6,6,5,4,6,5,5,5,5,5,1,5,1,1,3
3105,The House on Mango Street,1984.0,6,1,10,5,5,4,7,6,6,6,6,1,1,5,1,6,6,3,6,5,6,6,6,6,5,6,5,5,4,2,5,6,3,1,1,2
3106,Breathing Lessons,1988.0,6,2,10,3,4,3,6,6,6,6,6,1,1,1,2,5,4,3,5,3,6,6,5,5,4,6,4,5,4,2,5,5,2,1,1,2
3107,Jeeves in the Offing,1960.0,6,2,20,3,4,2,5,5,5,6,5,1,1,4,3,6,6,4,7,5,6,6,5,5,5,6,2,5,2,4,4,2,2,1,1,2
3109,The Diviners,1974.0,5,1,15,5,4,3,6,6,6,6,6,1,1,5,5,6,6,3,6,5,6,6,6,6,4,6,4,5,4,2,5,6,3,4,2,2
3110,The Antiquary,1816.0,5,4,20,4,4,4,5,5,5,5,5,2,1,5,6,6,6,3,7,5,5,5,5,5,4,5,4,5,4,4,5,5,2,1,1,3
3111,The Gun Seller,1996.0,5,1,10,4,4,5,6,5,5,6,5,1,1,3,5,6,5,4,7,5,6,5,5,5,4,6,3,5,5,5,4,5,5,1,1,3
3112,The Eagle of the Ninth,1954.0,5,2,10,4,4,4,6,6,5,6,6,2,1,5,3,6,6,4,6,5,6,6,6,5,4,5,4,5,5,5,4,5,3,1,1,2
3113,American Empire: Blood and Iron,2001.0,5,3,20,4,2,3,5,4,3,5,5,2,2,5,6,6,6,3,5,5,5,5,5,5,4,5,3,5,4,5,3,1,3,1,1,2
3114,Young Wizards,1983.0,5,2,10,4,4,4,5,6,5,6,4,6,6,5,2,6,6,3,5,5,5,5,5,5,4,5,4,5,5,4,4,5,3,1,1,1
3115,Dirty White Boys,1994.0,5,3,10,4,2,3,5,4,3,6,5,1,1,3,6,6,6,4,6,5,5,5,6,5,4,6,4,5,4,5,5,5,5,1,1,3
3116,The Far Arena,1978.0,5,3,10,3,4,4,5,5,4,5,5,5,6,4,2,5,5,3,5,5,6,5,5,5,4,5,4,5,5,4,3,3,5,1,1,1
3117,Colony in Space,1974.0,5,1,10,3,4,4,5,5,5,5,5,6,6,4,3,6,6,3,7,3,6,5,5,5,4,5,4,5,5,4,4,3,4,1,1,2
3118,"England, Their England",1933.0,6,1,20,3,4,4,5,5,5,6,6,1,1,4,5,6,6,3,6,3,6,5,5,5,4,5,3,5,4,3,3,3,1,1,1,1
3119,Bloom (novel),1998.0,5,2,20,4,4,4,5,5,4,5,5,6,7,5,4,6,6,4,6,6,5,5,6,6,4,5,4,5,4,5,4,5,5,2,1,3
3120,Eyrbyggja saga,,5,2,20,4,3,4,5,5,4,6,5,5,3,5,2,6,6,3,5,3,5,4,5,5,4,5,3,5,3,5,4,2,2,1,1,2
3121,Man's Fate,1933.0,5,4,20,5,3,3,6,6,5,6,6,1,1,5,1,6,6,3,5,5,5,6,6,5,4,5,5,5,5,5,5,6,5,1,1,3
3122,Bellarion the Fortunate,1926.0,5,1,10,4,4,4,5,5,5,6,5,3,1,5,3,6,6,4,6,5,6,5,5,5,4,5,4,5,5,5,5,5,5,2,4,3
3123,The Curse of Chalion,2001.0,6,3,10,4,5,5,6,6,5,6,5,6,5,5,5,6,6,3,7,5,6,6,6,6,4,6,5,6,5,5,5,7,5,1,1,3
